Year,County,CountyDummy,SalesTax,Population,TaxRates,PerCapitaPersonalIncome,Employment,USRetailSales,PersonalIncome
1995,Albany,1,155801549,299725,4,26834,151616,"2,450,628",8042955
1995,Allegany,2,11996446,51251,4,16246,21314,"2,450,628",832649
1995,Broome,3,74985517,207478,4,21232,93242,"2,450,628",4405211
1995,Cattaraugus,4,20344216,85040,4,17648,36577,"2,450,628",1500797
1995,Cayuga,5,22353399,82964,4,19174,35341,"2,450,628",1590753
1995,Chautauqua,6,33626721,142542,3,18555,63386,"2,450,628",2644908
1995,Chemung,7,28150250,93675,3,20134,40947,"2,450,628",1886083
1995,Chenango,8,8051158,52127,3,18114,22780,"2,450,628",944245
1995,Clinton,9,24469498,82914,3,18879,37541,"2,450,628",1565329
1995,Columbia,10,13630716,63790,4,22248,31407,"2,450,628",1419227
1995,Cortland,11,13722918,49123,4,18349,22233,"2,450,628",901341
1995,Delaware,12,6874844,48638,2,17167,19889,"2,450,628",834965
1995,Dutchess,13,73390310,266538,3,25171,110275,"2,450,628",6709048
1995,Erie,14,369341237,973927,4,23105,442040,"2,450,628",22502280
1995,Essex,15,10805697,38262,3,18795,16422,"2,450,628",719118
1995,Franklin,16,8612721,49965,3,16617,19646,"2,450,628",830284
1995,Fulton,17,8412938,55217,3,19366,25238,"2,450,628",1069307
1995,Genesee,18,12964579,61105,4,20764,30034,"2,450,628",1268763
1995,Greene,19,13897422,47187,4,19280,19510,"2,450,628",909776
1995,Hamilton,20,1595205,5245,3,20720,2222,"2,450,628",108675
1995,Herkimer,21,13131136,66711,4,18352,29098,"2,450,628",1224275
1995,Jefferson,22,29050854,115361,3,19035,39935,"2,450,628",2195929
1995,Lewis,23,4494022,27364,3,16191,11530,"2,450,628",443045
1995,Livingston,24,12611466,64146,3,19879,32182,"2,450,628",1275178
1995,Madison,25,11175160,70182,3,20681,32997,"2,450,628",1451449
1995,Monroe,26,298975109,733643,4,26146,366186,"2,450,628",19181514
1995,Montgomery,27,10425204,51649,3,20053,22165,"2,450,628",1035714
1995,Nassau,28,619494746,1312950,4.25,37628,645219,"2,450,628",49403343
1995,Niagara,29,52025496,223958,3,21072,101822,"2,450,628",4719198
1995,Onandaga,31,154998925,470235,3,23545,224231,"2,450,628",11071707
1995,Oneida,30,65038636,244736,4,20570,107491,"2,450,628",5034322
1995,Ontario,32,26715447,98816,3,23481,50172,"2,450,628",2320328
1995,Orange,33,87047303,323451,3,22995,145551,"2,450,628",7437854
1995,Orleans,34,8648998,44524,4,18361,19606,"2,450,628",817526
1995,Oswego,35,0,123972,0,18707,52439,"2,450,628",2319125
1995,Otsego,36,13641224,61671,3,18725,29184,"2,450,628",1154814
1995,Putnam,37,17929897,89969,3,29930,47127,"2,450,628",2692808
1995,Rensselaer,38,33833889,154969,4,22803,76308,"2,450,628",3533756
1995,Rockland,39,71149753,276649,3,31785,133737,"2,450,628",8793233
1995,Saratoga,41,49835120,193253,3,24477,96527,"2,450,628",4730293
1995,Schenectady,42,44396519,150355,3,25764,70017,"2,450,628",3873796
1995,Schohaire,43,5662107,32137,3,19457,14324,"2,450,628",625294
1995,Schuyler,44,3296267,19128,3,16924,8246,"2,450,628",323730
1995,Seneca,45,6362009,32698,3,20311,14040,"2,450,628",664144
1995,St. Lawrence,40,25333964,114317,3,16488,46521,"2,450,628",1884820
1995,Steuben,46,25219862,99950,4,20467,44723,"2,450,628",2045686
1995,Suffolk,47,572889222,1361391,4.25,28552,655549,"2,450,628",38869977
1995,Sullivan,48,16732423,72379,3,21152,30211,"2,450,628",1530978
1995,Tioga,49,12226914,52601,3.25,19358,24325,"2,450,628",1018269
1995,Tompkins,50,27571192,96870,4,19962,47356,"2,450,628",1933738
1995,Ulster,51,54302973,172362,3.75,20870,74175,"2,450,628",3597135
1995,Warren,52,24785262,62271,3,22104,30516,"2,450,628",1376432
1995,Washington,53,9546620,61225,3,17852,28059,"2,450,628",1093009
1995,Wayne,54,18769981,92740,3,21837,45901,"2,450,628",2025161
1995,Westchester,55,227852928,897945,2.25,41086,418645,"2,450,628",36892785
1995,Wyoming,56,9068279,43709,4,17149,19848,"2,450,628",749585
1995,Yates,57,3965895,24064,3,17087,12339,"2,450,628",411170
1996,Albany,1,159835527,297680,4,27747,151137,"2,603,794",8259852
1996,Allegany,2,11799565,50869,4,17188,21627,"2,603,794",874351
1996,Broome,3,72582009,204415,4,22105,92555,"2,603,794",4518683
1996,Cattaraugus,4,21003613,85284,4,18452,38234,"2,603,794",1573696
1996,Cayuga,5,22753287,82846,4,20323,35842,"2,603,794",1683646
1996,Chautauqua,6,34308208,142476,3,19059,64828,"2,603,794",2715467
1996,Chemung,7,27792230,92972,3,20991,42221,"2,603,794",1951613
1996,Chenango,8,8723630,52297,3,18612,22403,"2,603,794",973374
1996,Clinton,9,23886281,80440,3,19560,37183,"2,603,794",1573414
1996,Columbia,10,17897364,63625,4,23216,31285,"2,603,794",1477146
1996,Cortland,11,15841229,48726,4,18947,22268,"2,603,794",923208
1996,Delaware,12,6716898,48342,2,18232,19539,"2,603,794",881352
1996,Dutchess,13,78138194,268986,3,26266,113452,"2,603,794",7065162
1996,Erie,14,381272877,970375,4,23844,446115,"2,603,794",23137938
1996,Essex,15,10110455,38595,3,19180,16503,"2,603,794",740254
1996,Franklin,16,8521703,50179,3,17339,19951,"2,603,794",870045
1996,Fulton,17,8241830,55388,3,20482,24951,"2,603,794",1134460
1996,Genesee,18,16681935,61288,4,21098,30749,"2,603,794",1293036
1996,Greene,19,13950080,47170,4,20301,19599,"2,603,794",957584
1996,Hamilton,20,1711213,5354,3,21105,2239,"2,603,794",112998
1996,Herkimer,21,14968251,66454,4,18633,29484,"2,603,794",1238252
1996,Jefferson,22,29745903,114585,3,19668,40398,"2,603,794",2253654
1996,Lewis,23,4295531,27357,3,17218,11535,"2,603,794",471031
1996,Livingston,24,12601215,64146,3,20433,32883,"2,603,794",1310709
1996,Madison,25,10341282,70151,3,21243,33924,"2,603,794",1490247
1996,Monroe,26,304201569,734257,4,27135,370060,"2,603,794",19924422
1996,Montgomery,27,10669715,51305,3,20316,22101,"2,603,794",1042297
1996,Nassau,28,639569202,1315799,4.25,39666,655442,"2,603,794",52191868
1996,Niagara,29,57417286,223792,3,21757,103351,"2,603,794",4869053
1996,Onandaga,31,151010341,466614,3,24334,226272,"2,603,794",11354547
1996,Oneida,30,63746010,239246,4,21208,106097,"2,603,794",5073979
1996,Ontario,32,28770934,99509,3,23779,51277,"2,603,794",2366264
1996,Orange,33,92851240,326000,3,23739,148429,"2,603,794",7738793
1996,Orleans,34,9457154,44435,4,18593,19876,"2,603,794",826201
1996,Oswego,35,0,123619,0,18733,53429,"2,603,794",2315773
1996,Otsego,36,14741424,61584,3,19539,29852,"2,603,794",1203264
1996,Putnam,37,19050760,90768,3,31654,48244,"2,603,794",2873198
1996,Rensselaer,38,36845855,154928,4,23129,76560,"2,603,794",3583309
1996,Rockland,39,72061865,277714,3,33423,135156,"2,603,794",9282116
1996,Saratoga,41,49696701,193937,3,25572,97324,"2,603,794",4959364
1996,Schenectady,42,41126610,149351,3,26837,69780,"2,603,794",4008098
1996,Schohaire,43,5962572,32111,3,19393,14433,"2,603,794",622735
1996,Schuyler,44,3359549,19089,3,17902,8550,"2,603,794",341724
1996,Seneca,45,7680612,33500,3,20373,14482,"2,603,794",682484
1996,St. Lawrence,40,24374427,113888,3,17167,46933,"2,603,794",1955115
1996,Steuben,46,25847312,99212,4,21534,45499,"2,603,794",2136435
1996,Suffolk,47,596556263,1368366,4,29843,668660,"2,603,794",40836055
1996,Sullivan,48,17320417,72758,3,22386,30447,"2,603,794",1628779
1996,Tioga,49,9678746,52287,3.25,20207,24587,"2,603,794",1056539
1996,Tompkins,50,27263664,96298,4,20331,48057,"2,603,794",1957819
1996,Ulster,51,52858943,173205,3.75,21337,74490,"2,603,794",3695647
1996,Warren,52,25768105,62337,3,22752,30308,"2,603,794",1418263
1996,Washington,53,8820208,61278,3,18692,27727,"2,603,794",1145415
1996,Wayne,54,20281787,93128,3,22430,47031,"2,603,794",2088892
1996,Westchester,55,233678459,902174,2.25,43776,427675,"2,603,794",39493959
1996,Wyoming,56,10067544,43950,4,17798,19138,"2,603,794",782237
1996,Yates,57,4103133,24209,3,17814,12581,"2,603,794",431270
1997,Albany,1,161729286,296187,4,29302,154115,2726131,8679013
1997,Allegany,2,11869847,50325,4,17536,21688,2726131,882513
1997,Broome,3,76958078,202053,4,23119,95539,2726131,4671281
1997,Cattaraugus,4,22606123,84718,4,19349,39371,2726131,1639208
1997,Cayuga,5,19340841,82693,4,20988,36321,2726131,1735594
1997,Chautauqua,6,35286113,141531,3,19709,65654,2726131,2789486
1997,Chemung,7,28876125,92162,3,21885,43157,2726131,2016989
1997,Chenango,8,8795330,52017,3,19203,22770,2726131,998882
1997,Clinton,9,24066915,80191,3,20377,37670,2726131,1634049
1997,Columbia,10,19130359,63505,4,24356,32366,2726131,1546711
1997,Cortland,11,17532800,48619,4,19866,22665,2726131,965856
1997,Delaware,12,7172491,47878,2,19236,20287,2726131,920996
1997,Dutchess,13,84061224,270935,3,27956,115787,2726131,7574224
1997,Erie,14,393153643,963040,4,24896,452464,2726131,23975840
1997,Essex,15,11842080,38646,3,19907,16735,2726131,769319
1997,Franklin,16,9079744,49919,3,17746,19844,2726131,885858
1997,Fulton,17,8347212,55102,3,21381,25457,2726131,1178140
1997,Genesee,18,17388789,61216,4,22026,30943,2726131,1348363
1997,Greene,19,14598467,47346,4,21601,20367,2726131,1022698
1997,Hamilton,20,1712087,5274,3,22612,2253,2726131,119257
1997,Herkimer,21,15672996,65818,4,19228,29650,2726131,1265578
1997,Jefferson,22,30567385,113055,3,20440,41012,2726131,2310841
1997,Lewis,23,4412898,27251,3,17712,11730,2726131,482678
1997,Livingston,24,12990750,64217,3,21042,33443,2726131,1351251
1997,Madison,25,11476072,69554,3,22547,34207,2726131,1568243
1997,Monroe,26,324575118,734394,4,28215,375890,2726131,20720638
1997,Montgomery,27,11313181,50798,3,21217,22462,2726131,1077787
1997,Nassau,28,674246070,1318211,4.25,42048,668713,2726131,55427940
1997,Niagara,29,56342763,223135,3,22594,105109,2726131,5041411
1997,Onandaga,31,153783164,462438,3,25319,228985,2726131,11708329
1997,Oneida,30,65441818,236863,4,22267,107373,2726131,5274324
1997,Ontario,32,33320002,99693,3,24712,52286,2726131,2463654
1997,Orange,33,96658086,328860,3,24488,151592,2726131,8053265
1997,Orleans,34,9661377,44172,4,19322,20161,2726131,853496
1997,Oswego,35,0,123237,3,19481,54305,2726131,2400826
1997,Otsego,36,14703440,61371,3,20250,30163,2726131,1242754
1997,Putnam,37,19880344,92139,3,33570,50477,2726131,3093084
1997,Rensselaer,38,39631825,153653,4,24309,77798,2726131,3735090
1997,Rockland,39,77112726,279082,3,35918,138406,2726131,10024060
1997,Saratoga,41,51591711,194757,3,27230,100219,2726131,5303323
1997,Schenectady,42,42924756,148557,3,28312,71009,2726131,4206000
1997,Schohaire,43,6655958,31557,3,20435,14638,2726131,644872
1997,Schuyler,44,3569125,19023,3,18426,8464,2726131,350523
1997,Seneca,45,8619836,33362,3,21466,14531,2726131,716160
1997,St. Lawrence,40,24561106,112867,3,18002,47560,2726131,2031817
1997,Steuben,46,26727745,98907,4,21808,46053,2726131,2156947
1997,Suffolk,47,594028650,1377203,4,32116,686063,2726131,44230610
1997,Sullivan,48,16759335,72712,3,22059,29759,2726131,1603970
1997,Tioga,49,10597358,52160,3.25,21201,25545,2726131,1105831
1997,Tompkins,50,27523089,96216,4,21043,48763,2726131,2024637
1997,Ulster,51,56986882,174148,3.75,22226,77672,2726131,3870596
1997,Warren,52,26548070,62460,3,23887,30403,2726131,1491989
1997,Washington,53,9682016,60950,3,19377,27930,2726131,1181055
1997,Wayne,54,19657658,93282,3,23470,47808,2726131,2189361
1997,Westchester,55,255021047,905632,2.25,46914,436277,2726131,42487138
1997,Wyoming,56,9694640,43767,4,18247,19464,2726131,798608
1997,Yates,57,4364204,24245,3,18872,13007,2726131,457551
1998,Albany,1,167551595,295097,4,30841,155062,2852956,9100959
1998,Allegany,2,12248202,49991,4,18309,21944,2852956,915298
1998,Broome,3,78780745,201072,4,23634,95345,2852956,4752125
1998,Cattaraugus,4,22142957,84519,4,19994,38700,2852956,1689883
1998,Cayuga,5,19140684,82497,4,21291,36730,2852956,1756455
1998,Chautauqua,6,35888217,140784,3,20575,65133,2852956,2896680
1998,Chemung,7,30133866,91791,3,22699,43714,2852956,2083594
1998,Chenango,8,9229937,51432,3,20073,22915,2852956,1032372
1998,Clinton,9,23039359,79926,3,21614,37587,2852956,1727535
1998,Columbia,10,19210964,63356,4,26019,32355,2852956,1648482
1998,Cortland,11,16541344,48755,4,20468,22116,2852956,997928
1998,Delaware,12,7130946,47999,2,20287,20255,2852956,973767
1998,Dutchess,13,85416524,273784,3,28742,116423,2852956,7869222
1998,Erie,14,397603090,956578,4,25874,449035,2852956,24750103
1998,Essex,15,11361017,38506,3,20882,17000,2852956,804072
1998,Franklin,16,9182498,49620,3,18456,19724,2852956,915799
1998,Fulton,17,8489523,54971,3,22425,25367,2852956,1232707
1998,Genesee,18,17833313,60877,4,23133,31033,2852956,1408244
1998,Greene,19,15168510,47771,4,22232,20761,2852956,1062050
1998,Hamilton,20,1722795,5296,3,22961,2226,2852956,121602
1998,Herkimer,21,15409650,64909,4,20381,29784,2852956,1322926
1998,Jefferson,22,30856893,112546,3,21555,40386,2852956,2425971
1998,Lewis,23,4639687,27072,3,18782,11172,2852956,508455
1998,Livingston,24,13507636,63948,3,22184,33510,2852956,1418610
1998,Madison,25,11920705,69464,3,23962,34343,2852956,1664498
1998,Monroe,26,321702240,734076,4,29440,376841,2852956,21611293
1998,Montgomery,27,11070588,50321,3,22431,22471,2852956,1128768
1998,Nassau,28,694373590,1322950,4.25,44219,676297,2852956,58500136
1998,Niagara,29,55182665,221884,3,23235,104522,2852956,5155402
1998,Onandaga,31,158333701,459882,3,26649,228745,2852956,12255318
1998,Oneida,30,65529930,235710,4,23258,108505,2852956,5482129
1998,Ontario,32,33137775,99603,3,26451,52553,2852956,2634571
1998,Orange,33,100179255,332199,3,26000,153679,2852956,8637167
1998,Orleans,34,9289449,44167,4,19754,20394,2852956,872486
1998,Oswego,35,15230754,122153,3,20154,54154,2852956,2461860
1998,Otsego,36,15637349,61379,3,20961,30176,2852956,1286561
1998,Putnam,37,20928347,93301,3,34964,52529,2852956,3262169
1998,Rensselaer,38,40433342,153085,4,25574,77768,2852956,3915040
1998,Rockland,39,82432430,282044,3,37513,142601,2852956,10580254
1998,Saratoga,41,53278961,196513,3,28710,102063,2852956,5641825
1998,Schenectady,42,44341736,147738,3,29019,71034,2852956,4287191
1998,Schohaire,43,6614728,31279,3,22065,14561,2852956,690159
1998,Schuyler,44,3544543,19143,3,19236,8363,2852956,368242
1998,Seneca,45,9329191,33184,3,22310,14951,2852956,740333
1998,St. Lawrence,40,24977723,112261,3,19195,47917,2852956,2154817
1998,Steuben,46,26365231,98657,4,22840,45521,2852956,2253353
1998,Suffolk,47,632083819,1390729,4,33102,697830,2852956,46036477
1998,Sullivan,48,17452640,72974,3,23256,29695,2852956,1697054
1998,Tioga,49,10657914,52163,3.25,21598,25714,2852956,1126600
1998,Tompkins,50,29049251,96036,4,21921,49054,2852956,2105230
1998,Ulster,51,57518544,175085,3.75,23769,79657,2852956,4161557
1998,Warren,52,27648962,62585,3,25039,30340,2852956,1567080
1998,Washington,53,9743235,60851,3,20197,27687,2852956,1229022
1998,Wayne,54,19982728,93624,3,23945,48422,2852956,2241857
1998,Westchester,55,268244394,911628,2.25,50682,438915,2852956,46203364
1998,Wyoming,56,9889380,43527,4,18915,19285,2852956,823317
1998,Yates,57,4362568,24355,3,19272,12966,2852956,469359
1999,Albany,1,168204622,294692,4,33078,154244,3086990,9747730
1999,Allegany,2,11572056,49997,4,18966,21709,3086990,948254
1999,Broome,3,79684236,200881,4,24609,95018,3086990,4943502
1999,Cattaraugus,4,22717445,84050,4,21034,38686,3086990,1767910
1999,Cayuga,5,19309728,82034,4,22467,36510,3086990,1843079
1999,Chautauqua,6,35967942,140087,3,21174,63808,3086990,2966240
1999,Chemung,7,30427464,91284,3,23738,42895,3086990,2166884
1999,Chenango,8,9341195,51286,3,21342,23002,3086990,1094544
1999,Clinton,9,25520411,79875,3,22724,37634,3086990,1815100
1999,Columbia,10,20301001,63217,4,27443,33031,3086990,1734833
1999,Cortland,11,16790675,48734,4,21324,21414,3086990,1039195
1999,Delaware,12,7482674,48069,2,21542,19990,3086990,1035516
1999,Dutchess,13,85766451,277586,3,30142,117411,3086990,8366958
1999,Erie,14,395802411,952546,4,27054,443807,3086990,25770441
1999,Essex,15,12088823,38664,3,21983,16925,3086990,849949
1999,Franklin,16,9357648,51061,3,18825,20567,3086990,961242
1999,Fulton,17,8879031,55011,3,23404,25426,3086990,1287477
1999,Genesee,18,19218230,60554,4,24196,30628,3086990,1465166
1999,Greene,19,15056757,47975,4,23145,20731,3086990,1110374
1999,Hamilton,20,1782981,5325,3,23826,2337,3086990,126874
1999,Herkimer,21,15741113,64462,4,21681,29772,3086990,1397629
1999,Jefferson,22,31818065,112081,3,22627,40586,3086990,2536024
1999,Lewis,23,4784707,26914,3,19772,11255,3086990,532152
1999,Livingston,24,14035660,64243,3,23041,33298,3086990,1480201
1999,Madison,25,12003286,69523,3,25000,34434,3086990,1738070
1999,Monroe,26,324256864,733679,4,30452,371950,3086990,22342099
1999,Montgomery,27,11900811,49918,3,23307,22251,3086990,1163418
1999,Nassau,28,716197374,1330815,4.25,45733,679355,3086990,60862617
1999,Niagara,29,54910948,220556,3,24113,103393,3086990,5318169
1999,Onandaga,31,164198282,458575,3,27875,227817,3086990,12782829
1999,Oneida,30,68038314,235412,4,24296,109134,3086990,5719475
1999,Ontario,32,35289276,99802,3,27991,52193,3086990,2793574
1999,Orange,33,104764197,336630,3,27363,155110,3086990,9211213
1999,Orleans,34,9619458,44183,4,20421,20250,3086990,902267
1999,Oswego,35,15110475,122199,3,21049,54161,3086990,2572163
1999,Otsego,36,15446686,61629,3,21967,30432,3086990,1353821
1999,Putnam,37,23528712,94647,3,37140,53758,3086990,3515204
1999,Rensselaer,38,41666498,152392,4,26891,77241,3086990,4097965
1999,Rockland,39,90631839,285265,3,39183,143483,3086990,11177659
1999,Saratoga,41,56269644,198641,3,30457,103063,3086990,6049992
1999,Schenectady,42,47021267,146857,3.5,28452,70300,3086990,4178303
1999,Schohaire,43,6546859,31537,3,22903,14524,3086990,722282
1999,Schuyler,44,3744189,19117,3,20876,8606,3086990,399078
1999,Seneca,45,10009952,33231,3,22948,15084,3086990,762594
1999,St. Lawrence,40,27813828,112202,3,19795,47776,3086990,2221037
1999,Steuben,46,26944503,98458,4,24310,45527,3086990,2393511
1999,Suffolk,47,668737007,1406161,4,34914,705583,3086990,49094022
1999,Sullivan,48,17169056,73341,3,24329,29766,3086990,1784312
1999,Tioga,49,10702263,51892,3.25,23298,25690,3086990,1208989
1999,Tompkins,50,28292989,96656,4,23181,50685,3086990,2240575
1999,Ulster,51,60281808,176526,3.75,24895,80624,3086990,4394583
1999,Warren,52,28853806,63031,3,25999,30224,3086990,1638753
1999,Washington,53,10179245,61043,3,20651,27486,3086990,1260569
1999,Wayne,54,20850374,93790,3,24513,48177,3086990,2299093
1999,Westchester,55,268855123,918532,2.25,53938,439711,3086990,49544091
1999,Wyoming,56,10558594,43584,4,19701,19392,3086990,858653
1999,Yates,57,4618831,24613,3,19839,13128,3086990,488300
2000,Albany,1,179339104,295106,4,35476,148813,3287537,10469195
2000,Allegany,2,12700957,49819,4,19782,21544,3287537,985509
2000,Broome,3,84696617,200351,4,26164,94155,3287537,5242028
2000,Cattaraugus,4,23707349,83927,4,21868,39002,3287537,1835318
2000,Cayuga,5,20942690,81871,4,23428,38613,3287537,1918056
2000,Chautauqua,6,39947417,139593,3,22020,64986,3287537,3073907
2000,Chemung,7,33077373,91094,3,25155,40695,3287537,2291476
2000,Chenango,8,10349260,51325,3,22269,23390,3287537,1142951
2000,Clinton,9,26173922,79891,3,24022,36568,3287537,1919119
2000,Columbia,10,21719928,63046,4,29560,30259,3287537,1863626
